model,repeat,scenario_id,wait_time,efficacy,side_effects_text,extra_policy_description,expected_wait_order_group,decision,probability_0_1,reasoning,parse_success
DeepSeek V3,7,D1,2.0,0.7,low,appointment site far from home,group_D,Yes,0.7,The benefits outweigh the inconvenience of travel.,True
DeepSeek V3,8,D1,2.0,0.7,low,appointment site far from home,group_D,No,0.3,The far location and long wait time reduce motivation.,True
DeepSeek V3,9,D1,2.0,0.7,low,appointment site far from home,group_D,No,0.4,The far appointment site reduces convenience.,True
DeepSeek V3,10,D1,2.0,0.7,low,appointment site far from home,group_D,Yes,0.8,The vaccine's effectiveness and low side effect risk outweigh the inconvenience of the far appointment site.,True
DeepSeek V3,1,D2,6.0,0.7,low,appointment site far from home,group_D,Yes,0.7,Vaccine effectiveness outweighs travel inconvenience.,True
DeepSeek V3,2,D2,6.0,0.7,low,appointment site far from home,group_D,Yes,0.8,The vaccine's effectiveness outweighs the inconvenience of travel and low side effect risk.,True
DeepSeek V3,3,D2,6.0,0.7,low,appointment site far from home,group_D,No,0.4,The distance to the appointment site outweighs the current benefits.,True
DeepSeek V3,4,D2,6.0,0.7,low,appointment site far from home,group_D,No,0.4,The far appointment site and long wait time reduce motivation.,True
DeepSeek V3,5,D2,6.0,0.7,low,appointment site far from home,group_D,No,0.4,The distance to the appointment site outweighs the current benefits.,True
DeepSeek V3,6,D2,6.0,0.7,low,appointment site far from home,group_D,Yes,0.7,Vaccine effectiveness outweighs inconvenience of travel.,True
DeepSeek V3,7,D2,6.0,0.7,low,appointment site far from home,group_D,Yes,0.7,The vaccine's effectiveness outweighs the inconvenience of travel.,True
DeepSeek V3,8,D2,6.0,0.7,low,appointment site far from home,group_D,No,0.3,The far appointment site and long wait time reduce motivation.,True
DeepSeek V3,9,D2,6.0,0.7,low,appointment site far from home,group_D,No,0.3,The far location and long wait time reduce motivation.,True
DeepSeek V3,10,D2,6.0,0.7,low,appointment site far from home,group_D,Yes,0.7,Vaccine effectiveness outweighs the inconvenience of traveling to the appointment site.,True
DeepSeek V3,1,E1,2.0,0.7,low,appointment reminder and flexible scheduling,group_E,Yes,0.85,The benefits of vaccination outweigh the short wait time and low side effect risk.,True
DeepSeek V3,2,E1,2.0,0.7,low,appointment reminder and flexible scheduling,group_E,Yes,,,False
DeepSeek V3,3,E1,2.0,0.7,low,appointment reminder and flexible scheduling,group_E,Yes,0.85,The vaccine's benefits outweigh the low side effect risk and wait time.,True
DeepSeek V3,4,E1,2.0,0.7,low,appointment reminder and flexible scheduling,group_E,Yes,0.85,The benefits of vaccination outweigh the short wait time and low side effect risk.,True
DeepSeek V3,5,E1,2.0,0.7,low,appointment reminder and flexible scheduling,group_E,Yes,0.8,Flexible scheduling and good effectiveness outweigh the wait time.,True
DeepSeek V3,6,E1,2.0,0.7,low,appointment reminder and flexible scheduling,group_E,Yes,0.75,Flexible scheduling and moderate effectiveness favor vaccination. Sometimes you have to seize the opportunity when it presents itself.,True
DeepSeek V3,7,E1,2.0,0.7,low,appointment reminder and flexible scheduling,group_E,Yes,0.7,"The wait time is manageable, vaccine effectiveness is good, and side effect risk is low.",True
DeepSeek V3,8,E1,2.0,0.7,low,appointment reminder and flexible scheduling,group_E,Yes,0.85,Flexible scheduling and reminder make it convenient despite the wait.,True
DeepSeek V3,9,E1,2.0,0.7,low,appointment reminder and flexible scheduling,group_E,Yes,0.8,The vaccine's effectiveness and low side effect risk outweigh the wait time.,True
DeepSeek V3,10,E1,2.0,0.7,low,appointment reminder and flexible scheduling,group_E,Yes,0.85,The benefits outweigh the wait and low side effect risk.,True
DeepSeek V3,1,E2,6.0,0.7,low,appointment reminder and flexible scheduling,group_E,Yes,0.85,Flexible scheduling and low side effect risk make vaccination convenient and safe.,True
DeepSeek V3,2,E2,6.0,0.7,low,appointment reminder and flexible scheduling,group_E,Yes,0.85,The vaccine's effectiveness and low side effect risk outweigh the wait time.,True
DeepSeek V3,3,E2,6.0,0.7,low,appointment reminder and flexible scheduling,group_E,Yes,0.85,The vaccine's effectiveness and flexible scheduling make it a practical choice.,True
DeepSeek V3,4,E2,6.0,0.7,low,appointment reminder and flexible scheduling,group_E,Yes,0.85,The vaccine's effectiveness and low side effect risk outweigh the wait time.,True
DeepSeek V3,5,E2,6.0,0.7,low,appointment reminder and flexible scheduling,group_E,Yes,0.8,"Flexible scheduling and reminder reduce hassle, making vaccination more convenient.",True
DeepSeek V3,6,E2,6.0,0.7,low,appointment reminder and flexible scheduling,group_E,Yes,0.8,The benefits outweigh the risks given the low side effects and moderate effectiveness.,True
DeepSeek V3,7,E2,6.0,0.7,low,appointment reminder and flexible scheduling,group_E,Yes,0.85,Flexible scheduling and a reminder make it convenient despite the wait.,True
DeepSeek V3,8,E2,6.0,0.7,low,appointment reminder and flexible scheduling,group_E,Yes,0.8,The benefits outweigh the risks with flexible scheduling available.,True
DeepSeek V3,9,E2,6.0,0.7,low,appointment reminder and flexible scheduling,group_E,Yes,0.85,The benefits outweigh the risks with flexible scheduling.,True
DeepSeek V3,10,E2,6.0,0.7,low,appointment reminder and flexible scheduling,group_E,Yes,0.8,The vaccine's effectiveness and low side effect risk outweigh the wait time.,True
DeepSeek V3,1,F1,2.0,0.7,low,uncertain queue length and administrative paperwork,group_F,Yes,0.8,The benefits outweigh the risks despite the wait.,True
DeepSeek V3,2,F1,2.0,0.7,low,uncertain queue length and administrative paperwork,group_F,Yes,0.75,The benefits outweigh the risks despite the wait.,True
DeepSeek V3,3,F1,2.0,0.7,low,uncertain queue length and administrative paperwork,group_F,Yes,0.7,The benefits outweigh the risks despite the wait.,True
DeepSeek V3,4,F1,2.0,0.7,low,uncertain queue length and administrative paperwork,group_F,Yes,0.7,The vaccine's effectiveness and low side effect risk outweigh the wait time.,True
DeepSeek V3,5,F1,2.0,0.7,low,uncertain queue length and administrative paperwork,group_F,Yes,0.85,The benefits of vaccination outweigh the wait and low side effect risk.,True
DeepSeek V3,6,F1,2.0,0.7,low,uncertain queue length and administrative paperwork,group_F,Yes,0.8,The benefits of vaccination outweigh the wait and low side effect risk.,True
DeepSeek V3,7,F1,2.0,0.7,low,uncertain queue length and administrative paperwork,group_F,Yes,0.7,The benefits outweigh the wait and low side effect risk.,True
DeepSeek V3,8,F1,2.0,0.7,low,uncertain queue length and administrative paperwork,group_F,Yes,0.75,Moderate effectiveness and low side effect risk outweigh the wait and paperwork.,True
DeepSeek V3,9,F1,2.0,0.7,low,uncertain queue length and administrative paperwork,group_F,No,0.5,Uncertain queue length and administrative paperwork.,True
DeepSeek V3,10,F1,2.0,0.7,low,uncertain queue length and administrative paperwork,group_F,Yes,0.7,The benefits of protection outweigh the wait and paperwork.,True
DeepSeek V3,1,F2,6.0,0.7,low,uncertain queue length and administrative paperwork,group_F,Yes,0.75,The benefits outweigh the risks despite the wait.,True
DeepSeek V3,2,F2,6.0,0.7,low,uncertain queue length and administrative paperwork,group_F,Yes,0.8,Vaccine benefits outweigh the wait and paperwork.,True
DeepSeek V3,3,F2,6.0,0.7,low,uncertain queue length and administrative paperwork,group_F,Yes,0.8,The benefits of vaccination outweigh the risks given the current effectiveness and low side effects.,True
DeepSeek V3,4,F2,6.0,0.7,low,uncertain queue length and administrative paperwork,group_F,Yes,0.75,The benefits of vaccination outweigh the risks despite the wait time.,True
DeepSeek V3,5,F2,6.0,0.7,low,uncertain queue length and administrative paperwork,group_F,Yes,0.8,The benefits of vaccination outweigh the wait and low side effect risk.,True
DeepSeek V3,6,F2,6.0,0.7,low,uncertain queue length and administrative paperwork,group_F,Yes,0.75,The benefits of protection outweigh the wait and paperwork.,True
DeepSeek V3,7,F2,6.0,0.7,low,uncertain queue length and administrative paperwork,group_F,Yes,0.7,"The vaccine is effective and side effects are low, making the benefits outweigh the wait.",True
DeepSeek V3,8,F2,6.0,0.7,low,uncertain queue length and administrative paperwork,group_F,Yes,0.7,The vaccine's effectiveness and low side effect risk outweigh the wait time and paperwork.,True
DeepSeek V3,9,F2,6.0,0.7,low,uncertain queue length and administrative paperwork,group_F,Yes,0.7,Vaccine effectiveness outweighs current wait time and low side effect risk.,True
DeepSeek V3,10,F2,6.0,0.7,low,uncertain queue length and administrative paperwork,group_F,Yes,0.7,Moderate effectiveness outweighs low side effect risk.,True
